index,num_samples,indices,type
6513,5,"[3715, 959, 1883, 7808, 4029]",sim_dissim
6514,5,"[4381, 4112, 1636, 1781, 3905]",random
6515,5,"[614, 6224, 2689, 1560, 2534]",half_random
6516,5,"[4868, 3542, 6548, 6781, 692]",sim_dissim
6517,5,"[6375, 8145, 4527, 3520, 7354]",random
6518,5,"[549, 2675, 3127, 8380, 1967]",half_random
6519,5,"[959, 4874, 5886, 2591, 5886]",sim_dissim
6520,5,"[5915, 2032, 8165, 5597, 1414]",random
6521,5,"[674, 7662, 3002, 4656, 2291]",half_random
6522,5,"[2156, 3768, 4921, 6180, 7087]",sim_dissim
6523,5,"[6188, 6252, 6858, 816, 2733]",random
6524,5,"[6509, 3834, 2301, 6102, 6804]",half_random
6525,5,"[1737, 435, 2463, 563, 1060]",sim_dissim
6526,5,"[2413, 94, 4993, 2079, 7576]",random
6527,5,"[4343, 7587, 2656, 2716, 150]",half_random
6528,5,"[181, 5139, 3382, 6378, 5023]",sim_dissim
6529,5,"[4988, 3235, 3330, 6522, 1354]",random
6530,5,"[512, 3077, 4379, 3170, 7774]",half_random
6531,5,"[5228, 2792, 2792, 2156, 3715]",sim_dissim
6532,5,"[5163, 5920, 2868, 769, 8248]",random
6533,5,"[3723, 5879, 5460, 3802, 6028]",half_random
6534,5,"[5067, 2785, 5657, 7444, 4254]",sim_dissim
6535,5,"[7224, 173, 4273, 7714, 4308]",random
6536,5,"[6035, 4140, 831, 357, 4293]",half_random
6537,5,"[181, 7089, 6976, 7985, 3463]",sim_dissim
6538,5,"[780, 1699, 5776, 7263, 7735]",random
6539,5,"[2006, 5291, 855, 819, 3217]",half_random
6540,5,"[7444, 6014, 6808, 2716, 181]",sim_dissim
6541,5,"[949, 5055, 5577, 3430, 275]",random
6542,5,"[6777, 5805, 4413, 5704, 6709]",half_random
6543,5,"[8132, 2561, 4255, 4207, 2156]",sim_dissim
6544,5,"[2515, 4075, 6162, 5921, 8144]",random
6545,5,"[5787, 7581, 734, 6575, 7383]",half_random
6546,5,"[2783, 2792, 7444, 5818, 5228]",sim_dissim
6547,5,"[4888, 2307, 3569, 7445, 6728]",random
6548,5,"[3480, 7413, 6890, 5248, 1121]",half_random
6549,5,"[2521, 5173, 5282, 3325, 6374]",sim_dissim
6550,5,"[635, 6296, 4554, 2571, 144]",random
6551,5,"[4127, 5385, 4720, 1826, 6908]",half_random
6552,5,"[3838, 2319, 1211, 4255, 5173]",sim_dissim
6553,5,"[3376, 2037, 3701, 7046, 73]",random
6554,5,"[1097, 4506, 618, 6201, 5485]",half_random
6555,5,"[4275, 7444, 8393, 4463, 4874]",sim_dissim
6556,5,"[8397, 1407, 499, 6839, 6284]",random
6557,5,"[3093, 1157, 499, 1222, 3721]",half_random
6558,5,"[3715, 5139, 852, 1791, 1791]",sim_dissim
6559,5,"[4884, 5510, 6992, 1586, 8232]",random
6560,5,"[658, 418, 5902, 5282, 6077]",half_random
6561,5,"[5502, 7243, 7817, 7218, 4730]",sim_dissim
6562,5,"[379, 2717, 2434, 6354, 4741]",random
6563,5,"[4040, 7859, 2793, 3932, 1908]",half_random
6564,5,"[4514, 6965, 8212, 1564, 8297]",sim_dissim
6565,5,"[2414, 7533, 7134, 7186, 2411]",random
6566,5,"[1338, 3457, 4762, 8327, 5950]",half_random
6567,5,"[5745, 1638, 8135, 30, 7444]",sim_dissim
6568,5,"[8238, 6883, 3474, 864, 6877]",random
6569,5,"[2617, 2339, 3580, 4600, 6164]",half_random
6570,5,"[1678, 6338, 3376, 4275, 181]",sim_dissim
6571,5,"[3104, 4274, 3097, 228, 603]",random
6572,5,"[565, 5564, 5775, 3247, 35]",half_random
6573,5,"[4259, 5502, 2156, 3181, 8389]",sim_dissim
6574,5,"[4849, 526, 3164, 1097, 1521]",random
6575,5,"[3610, 1774, 4592, 633, 2087]",half_random
6576,5,"[6374, 5447, 6374, 5502, 5282]",sim_dissim
6577,5,"[5890, 7972, 8389, 7790, 3962]",random
6578,5,"[6147, 831, 2716, 3910, 8358]",half_random
6579,5,"[4152, 4152, 5745, 78, 8212]",sim_dissim
6580,5,"[4710, 1993, 1655, 7479, 2738]",random
6581,5,"[3855, 7014, 5325, 4753, 5694]",half_random
6582,5,"[2783, 4845, 4083, 4606, 5139]",sim_dissim
6583,5,"[4595, 2257, 2079, 7271, 50]",random
6584,5,"[1615, 1387, 8120, 1570, 214]",half_random
6585,5,"[2805, 3987, 2451, 4921, 7444]",sim_dissim
6586,5,"[1791, 4812, 7315, 3443, 2463]",random
6587,5,"[4764, 7381, 3781, 1582, 508]",half_random
6588,5,"[8212, 8297, 8009, 7752, 4874]",sim_dissim
6589,5,"[4020, 7798, 2003, 5274, 7923]",random
6590,5,"[4545, 7372, 2352, 3064, 6131]",half_random
6591,5,"[7867, 3715, 4712, 7867, 4083]",sim_dissim
6592,5,"[5228, 1605, 1938, 6474, 6791]",random
6593,5,"[2505, 2233, 1177, 2381, 7575]",half_random
6594,5,"[3669, 3669, 3325, 2156, 7745]",sim_dissim
6595,5,"[7318, 722, 2793, 7156, 2287]",random
6596,5,"[482, 5234, 1905, 7611, 3289]",half_random
6597,5,"[3850, 563, 1737, 4001, 2463]",sim_dissim
6598,5,"[1810, 5723, 1312, 1557, 6578]",random
6599,5,"[7754, 6115, 2376, 4173, 1077]",half_random
6600,5,"[3479, 3791, 5502, 6528, 463]",sim_dissim
6601,5,"[232, 7854, 6814, 3754, 28]",random
6602,5,"[2021, 3069, 7946, 2992, 444]",half_random
6603,5,"[2270, 2156, 2008, 124, 2013]",sim_dissim
6604,5,"[5439, 4020, 6711, 6012, 2522]",random
6605,5,"[2284, 7621, 2051, 4202, 1112]",half_random
6606,5,"[2641, 1211, 3376, 169, 4514]",sim_dissim
6607,5,"[7154, 7870, 3646, 7052, 1363]",random
6608,5,"[237, 3453, 6007, 2081, 664]",half_random
6609,5,"[8088, 1250, 4514, 2591, 5173]",sim_dissim
6610,5,"[5481, 4982, 1772, 888, 4446]",random
6611,5,"[8226, 2708, 4129, 5789, 6369]",half_random
6612,5,"[959, 8088, 4874, 1250, 5886]",sim_dissim
6613,5,"[7373, 2397, 5060, 5963, 6804]",random
6614,5,"[2064, 6588, 2914, 6996, 3555]",half_random
6615,5,"[2945, 7987, 3974, 5502, 8267]",sim_dissim
6616,5,"[6096, 4652, 4970, 5975, 7931]",random
6617,5,"[7724, 1285, 7364, 5605, 7857]",half_random
6618,5,"[2451, 4255, 959, 1483, 2149]",sim_dissim
6619,5,"[3699, 6290, 5931, 8391, 7813]",random
6620,5,"[2418, 1633, 2042, 7728, 6941]",half_random
6621,5,"[5326, 2123, 5863, 5640, 2123]",sim_dissim
6622,5,"[7720, 8196, 1088, 1737, 3827]",random
6623,5,"[4118, 7671, 7299, 493, 5535]",half_random
6624,5,"[7087, 5173, 4921, 8389, 3768]",sim_dissim
6625,5,"[3969, 6358, 8323, 4876, 5081]",random
6626,5,"[7654, 3607, 6405, 215, 3338]",half_random
6627,5,"[1250, 959, 4463, 4921, 3110]",sim_dissim
6628,5,"[1301, 1708, 3361, 6837, 1006]",random
6629,5,"[494, 7472, 871, 4865, 7945]",half_random
6630,5,"[4606, 7444, 3715, 1338, 4083]",sim_dissim
6631,5,"[5817, 4309, 3456, 8078, 2367]",random
6632,5,"[4464, 4449, 7081, 5661, 7868]",half_random
6633,5,"[2591, 3110, 4921, 4463, 2156]",sim_dissim
6634,5,"[60, 453, 3295, 4463, 3804]",random
6635,5,"[6685, 5173, 6879, 7322, 3514]",half_random
6636,5,"[181, 5173, 762, 4208, 886]",sim_dissim
6637,5,"[1488, 7574, 2181, 7310, 2568]",random
6638,5,"[6531, 3993, 1355, 4345, 4994]",half_random
6639,5,"[1472, 7503, 8150, 5447, 7503]",sim_dissim
6640,5,"[7093, 2692, 6961, 3985, 7358]",random
6641,5,"[8139, 3839, 674, 165, 930]",half_random
6642,5,"[4921, 3761, 271, 2156, 7603]",sim_dissim
6643,5,"[380, 6773, 5889, 2824, 6209]",random
6644,5,"[6247, 4546, 5195, 807, 7806]",half_random
6645,5,"[181, 5335, 2313, 3318, 5335]",sim_dissim
6646,5,"[6994, 5167, 4054, 5074, 4131]",random
6647,5,"[8255, 7145, 2331, 6823, 1156]",half_random
6648,5,"[4712, 5588, 4921, 5657, 564]",sim_dissim
6649,5,"[7761, 357, 3932, 1727, 2993]",random
6650,5,"[8391, 4322, 7017, 2535, 5520]",half_random
6651,5,"[435, 340, 4146, 5510, 6175]",sim_dissim
6652,5,"[8, 1437, 6092, 5237, 2130]",random
6653,5,"[5540, 7416, 6885, 2040, 3759]",half_random
6654,5,"[3243, 5139, 4921, 6244, 7622]",sim_dissim
6655,5,"[7178, 2649, 1309, 346, 1931]",random
6656,5,"[1293, 6317, 7923, 5644, 3734]",half_random
6657,5,"[3613, 2722, 3479, 5728, 7544]",sim_dissim
6658,5,"[6277, 2277, 7722, 5841, 4445]",random
6659,5,"[2216, 4428, 4249, 32, 3102]",half_random
6660,5,"[8212, 7745, 1592, 3428, 1758]",sim_dissim
6661,5,"[1419, 8250, 7570, 3636, 256]",random
6662,5,"[4851, 5303, 6088, 7925, 3213]",half_random
6663,5,"[5564, 8009, 8297, 2783, 7444]",sim_dissim
6664,5,"[3254, 3417, 1553, 7168, 5013]",random
6665,5,"[3157, 783, 1270, 3050, 8340]",half_random
6666,5,"[1907, 6619, 4514, 4736, 5543]",sim_dissim
6667,5,"[7932, 3575, 7882, 1302, 2003]",random
6668,5,"[6149, 1874, 6755, 1810, 1233]",half_random
6669,5,"[5173, 4514, 5840, 3182, 852]",sim_dissim
6670,5,"[2688, 6988, 2314, 7407, 6779]",random
6671,5,"[7756, 5691, 6665, 473, 7546]",half_random
6672,5,"[5510, 7110, 340, 7110, 4001]",sim_dissim
6673,5,"[1717, 5026, 4448, 654, 6952]",random
6674,5,"[5303, 7758, 337, 7697, 5811]",half_random
6675,5,"[959, 4874, 2969, 3554, 1250]",sim_dissim
6676,5,"[3144, 4338, 8390, 5179, 6481]",random
6677,5,"[5589, 4673, 7027, 3438, 2438]",half_random
6678,5,"[6302, 1417, 7441, 2156, 4138]",sim_dissim
6679,5,"[1280, 2006, 5030, 3376, 5776]",random
6680,5,"[7949, 2722, 973, 1588, 5359]",half_random
6681,5,"[1737, 563, 6175, 4001, 3625]",sim_dissim
6682,5,"[4344, 6505, 1138, 6916, 6855]",random
6683,5,"[6854, 60, 3415, 285, 7777]",half_random
6684,5,"[3428, 6970, 2156, 6037, 3325]",sim_dissim
6685,5,"[1898, 2328, 7685, 5999, 4348]",random
6686,5,"[3852, 7659, 5153, 4478, 6386]",half_random
6687,5,"[5745, 5878, 7588, 3598, 466]",sim_dissim
6688,5,"[8278, 1627, 2877, 3010, 5867]",random
6689,5,"[3761, 6813, 4140, 6181, 191]",half_random
6690,5,"[5502, 7893, 7893, 959, 6808]",sim_dissim
6691,5,"[3036, 1084, 5466, 793, 4456]",random
6692,5,"[2313, 3543, 7221, 6033, 4382]",half_random
6693,5,"[2156, 5290, 4449, 4876, 276]",sim_dissim
6694,5,"[7539, 4103, 8079, 437, 5527]",random
6695,5,"[8307, 2057, 1931, 1520, 7956]",half_random
6696,5,"[3715, 4712, 4208, 6804, 5840]",sim_dissim
6697,5,"[4960, 5432, 3722, 7467, 7419]",random
6698,5,"[5980, 462, 4580, 7423, 5958]",half_random
6699,5,"[4845, 5936, 5326, 4712, 5924]",sim_dissim
6700,5,"[203, 7764, 6456, 1960, 6961]",random
6701,5,"[8102, 2526, 6172, 6916, 6132]",half_random
6702,5,"[1923, 1200, 4449, 5290, 959]",sim_dissim
6703,5,"[4943, 8031, 4236, 3105, 3845]",random
6704,5,"[1973, 1989, 5619, 3728, 2218]",half_random
6705,5,"[7808, 3715, 7444, 4029, 7849]",sim_dissim
6706,5,"[5453, 1395, 6976, 1930, 1929]",random
6707,5,"[3200, 4175, 7263, 2278, 770]",half_random
6708,5,"[4259, 4259, 4353, 3528, 463]",sim_dissim
6709,5,"[2545, 2476, 6745, 3257, 7194]",random
6710,5,"[6168, 3722, 1509, 3293, 6865]",half_random
6711,5,"[435, 1060, 340, 5510, 5510]",sim_dissim
6712,5,"[3755, 26, 2865, 109, 8056]",random
6713,5,"[2420, 5638, 654, 4369, 2382]",half_random
6714,5,"[181, 2759, 2451, 2149, 959]",sim_dissim
6715,5,"[5998, 5027, 2176, 6948, 4787]",random
6716,5,"[3833, 2445, 6891, 6910, 2872]",half_random
6717,5,"[4152, 6110, 4146, 3342, 5898]",sim_dissim
6718,5,"[8232, 7925, 6370, 248, 4887]",random
6719,5,"[1576, 6011, 6957, 5561, 8397]",half_random
6720,5,"[7356, 8096, 4254, 7503, 5447]",sim_dissim
6721,5,"[12, 1192, 2659, 6339, 3346]",random
6722,5,"[6890, 1464, 8071, 4315, 3801]",half_random
6723,5,"[2013, 2722, 463, 186, 124]",sim_dissim
6724,5,"[8257, 3594, 4704, 1876, 7574]",random
6725,5,"[5231, 3029, 7224, 6279, 6317]",half_random
6726,5,"[6244, 181, 6244, 2156, 2123]",sim_dissim
6727,5,"[2501, 230, 5243, 1404, 1807]",random
6728,5,"[3666, 2577, 5192, 531, 3884]",half_random
6729,5,"[3838, 7975, 169, 4255, 2156]",sim_dissim
6730,5,"[3230, 1849, 562, 4820, 4969]",random
6731,5,"[5720, 5305, 5198, 5376, 7589]",half_random
6732,5,"[2783, 5936, 1907, 5924, 7867]",sim_dissim
6733,5,"[223, 1834, 7877, 7281, 8228]",random
6734,5,"[4986, 8265, 7638, 1526, 22]",half_random
6735,5,"[1127, 6110, 6564, 5745, 8212]",sim_dissim
6736,5,"[4866, 6, 2553, 3982, 6412]",random
6737,5,"[2135, 3675, 3590, 7853, 560]",half_random
6738,5,"[1461, 5173, 2759, 7346, 5326]",sim_dissim
6739,5,"[2222, 5927, 6649, 5005, 3887]",random
6740,5,"[5010, 6988, 7630, 7541, 3966]",half_random
6741,5,"[6528, 5476, 463, 2722, 5476]",sim_dissim
6742,5,"[5519, 3696, 3604, 805, 4358]",random
6743,5,"[693, 6834, 4481, 2607, 5936]",half_random
6744,5,"[8026, 2156, 6374, 6374, 3325]",sim_dissim
6745,5,"[7972, 547, 2121, 1939, 3688]",random
6746,5,"[3491, 1439, 7774, 5352, 6918]",half_random
6747,5,"[594, 6418, 4254, 7356, 959]",sim_dissim
6748,5,"[1093, 2814, 6470, 3858, 7129]",random
6749,5,"[5451, 5528, 4651, 6075, 787]",half_random
6750,5,"[2123, 5139, 3571, 5863, 181]",sim_dissim
6751,5,"[455, 1577, 1669, 467, 1580]",random
6752,5,"[2848, 6303, 8297, 7223, 7429]",half_random
6753,5,"[7867, 7444, 7867, 3715, 2003]",sim_dissim
6754,5,"[3478, 4081, 309, 871, 2680]",random
6755,5,"[6277, 2725, 1049, 3308, 5009]",half_random
6756,5,"[2156, 7337, 7603, 4238, 340]",sim_dissim
6757,5,"[2361, 321, 273, 2716, 1971]",random
6758,5,"[2993, 394, 2023, 1483, 5645]",half_random
6759,5,"[8289, 7867, 7444, 4083, 4874]",sim_dissim
6760,5,"[1776, 1900, 4890, 861, 1634]",random
6761,5,"[2276, 3089, 4395, 3192, 1546]",half_random
6762,5,"[3542, 3598, 5883, 5302, 466]",sim_dissim
6763,5,"[2573, 1569, 4240, 3382, 2522]",random
6764,5,"[4367, 42, 6739, 3636, 6174]",half_random
6765,5,"[2156, 5326, 7349, 2123, 827]",sim_dissim
6766,5,"[6372, 3851, 5400, 5684, 4021]",random
6767,5,"[3661, 4858, 4667, 4148, 5620]",half_random
6768,5,"[3496, 5818, 5036, 7444, 2783]",sim_dissim
6769,5,"[6912, 2834, 4787, 7192, 566]",random
6770,5,"[3299, 7617, 4057, 6480, 7287]",half_random
6771,5,"[693, 306, 4874, 1907, 4736]",sim_dissim
6772,5,"[2112, 3433, 7213, 4936, 5926]",random
6773,5,"[4955, 3755, 2122, 7470, 2452]",half_random
6774,5,"[7975, 8325, 2641, 4921, 4146]",sim_dissim
6775,5,"[6351, 2123, 1301, 2467, 1716]",random
6776,5,"[5037, 1279, 6963, 5365, 7851]",half_random
6777,5,"[8289, 5924, 1907, 3715, 4606]",sim_dissim
6778,5,"[1802, 7990, 5604, 2431, 3496]",random
6779,5,"[4243, 6354, 3641, 7801, 4839]",half_random
6780,5,"[8142, 4152, 1127, 2270, 7444]",sim_dissim
6781,5,"[3525, 820, 3009, 7311, 1908]",random
6782,5,"[7478, 3329, 861, 1247, 7608]",half_random
6783,5,"[2785, 564, 5657, 2156, 181]",sim_dissim
6784,5,"[504, 4007, 5877, 1415, 6592]",random
6785,5,"[1328, 84, 2324, 5211, 4562]",half_random
6786,5,"[6418, 5630, 2156, 594, 1472]",sim_dissim
6787,5,"[8319, 2438, 3397, 6658, 1675]",random
6788,5,"[1563, 4212, 2748, 6471, 3369]",half_random
6789,5,"[137, 2156, 5503, 5503, 3715]",sim_dissim
6790,5,"[6358, 7902, 4982, 7309, 6855]",random
6791,5,"[156, 4150, 3361, 1840, 6977]",half_random
6792,5,"[7588, 3715, 5878, 5602, 6781]",sim_dissim
6793,5,"[3836, 5713, 219, 3501, 5797]",random
6794,5,"[2901, 1869, 2803, 8001, 1887]",half_random
6795,5,"[4336, 6265, 181, 4876, 1200]",sim_dissim
6796,5,"[4822, 5107, 2312, 6207, 4966]",random
6797,5,"[1912, 1453, 748, 1958, 1643]",half_random
6798,5,"[5173, 3325, 4207, 8026, 2521]",sim_dissim
6799,5,"[753, 6193, 528, 8109, 605]",random
6800,5,"[6963, 317, 1835, 5105, 6045]",half_random
6801,5,"[6988, 435, 4146, 563, 6175]",sim_dissim
6802,5,"[7201, 2655, 5568, 7640, 7840]",random
6803,5,"[1277, 616, 2334, 4781, 4510]",half_random
6804,5,"[4003, 6302, 2945, 181, 6014]",sim_dissim
6805,5,"[1034, 8118, 7189, 6545, 1702]",random
6806,5,"[3649, 7088, 6318, 7939, 7606]",half_random
6807,5,"[2087, 1737, 7243, 7817, 1043]",sim_dissim
6808,5,"[4792, 8363, 5709, 817, 4122]",random
6809,5,"[4625, 7824, 2838, 3255, 1309]",half_random
6810,5,"[959, 8096, 5630, 680, 181]",sim_dissim
6811,5,"[7863, 7201, 6942, 134, 1146]",random
6812,5,"[5680, 7368, 35, 4478, 6668]",half_random
6813,5,"[4927, 5310, 2156, 5502, 7987]",sim_dissim
6814,5,"[6555, 7899, 5159, 1811, 8239]",random
6815,5,"[6551, 7212, 6894, 3115, 4320]",half_random
6816,5,"[7444, 4931, 4003, 3093, 4454]",sim_dissim
6817,5,"[2551, 5210, 8242, 945, 5573]",random
6818,5,"[4896, 5525, 6648, 2427, 1859]",half_random
6819,5,"[2123, 7444, 5863, 827, 4514]",sim_dissim
6820,5,"[2817, 437, 3489, 5068, 5635]",random
6821,5,"[6005, 568, 2450, 3307, 3458]",half_random
6822,5,"[1564, 2783, 1907, 6965, 5564]",sim_dissim
6823,5,"[2401, 4133, 6129, 6875, 550]",random
6824,5,"[6647, 8375, 5060, 4604, 5992]",half_random
6825,5,"[2156, 6418, 8096, 4254, 5630]",sim_dissim
6826,5,"[3137, 905, 5019, 5340, 5943]",random
6827,5,"[4866, 3834, 7980, 6035, 2959]",half_random
6828,5,"[1564, 2783, 5672, 7444, 6965]",sim_dissim
6829,5,"[3432, 1131, 6455, 5544, 3069]",random
6830,5,"[5341, 219, 3236, 2188, 5906]",half_random
6831,5,"[4024, 340, 7110, 4001, 563]",sim_dissim
6832,5,"[7319, 1534, 2221, 345, 6700]",random
6833,5,"[6854, 6640, 6600, 870, 7626]",half_random
6834,5,"[5745, 266, 7490, 7444, 8135]",sim_dissim
6835,5,"[65, 4010, 3468, 1425, 1630]",random
6836,5,"[2978, 1036, 7355, 7388, 1534]",half_random
6837,5,"[5139, 5924, 5936, 1338, 3715]",sim_dissim
6838,5,"[4015, 2791, 7360, 1331, 4483]",random
6839,5,"[5057, 5262, 5018, 2776, 5146]",half_random
6840,5,"[6503, 1737, 7817, 6767, 5603]",sim_dissim
6841,5,"[7561, 6647, 862, 5990, 979]",random
6842,5,"[3714, 7010, 250, 5213, 5658]",half_random
6843,5,"[6503, 357, 5745, 543, 1043]",sim_dissim
6844,5,"[5441, 5953, 7946, 5654, 3065]",random
6845,5,"[5090, 8329, 6913, 8040, 348]",half_random
6846,5,"[5510, 5502, 4001, 435, 5510]",sim_dissim
6847,5,"[2046, 2548, 653, 5198, 2815]",random
6848,5,"[1756, 7705, 7204, 811, 6461]",half_random
6849,5,"[2319, 4146, 2641, 364, 4921]",sim_dissim
6850,5,"[190, 3279, 1889, 6432, 2925]",random
6851,5,"[5453, 8223, 6040, 8052, 7120]",half_random
6852,5,"[2477, 692, 220, 3715, 1415]",sim_dissim
6853,5,"[5061, 4889, 121, 2709, 6916]",random
6854,5,"[4853, 7836, 2920, 2744, 8138]",half_random
6855,5,"[4868, 3542, 466, 5173, 5878]",sim_dissim
6856,5,"[4818, 5418, 417, 5853, 2539]",random
6857,5,"[4424, 2217, 4850, 5174, 6808]",half_random
6858,5,"[5924, 1338, 8289, 4514, 5447]",sim_dissim
6859,5,"[6421, 2319, 3152, 3767, 7595]",random
6860,5,"[1111, 3386, 446, 1226, 2707]",half_random
6861,5,"[1150, 5326, 5447, 8009, 8297]",sim_dissim
6862,5,"[1857, 5385, 167, 4336, 2370]",random
6863,5,"[2700, 3399, 6142, 6749, 5242]",half_random
6864,5,"[3376, 1250, 3554, 1250, 4255]",sim_dissim
6865,5,"[5747, 1562, 2046, 6328, 1195]",random
6866,5,"[1810, 2565, 2432, 4347, 3641]",half_random
6867,5,"[3838, 364, 2156, 4514, 4323]",sim_dissim
6868,5,"[2793, 4553, 2881, 2689, 3912]",random
6869,5,"[3979, 3272, 7885, 245, 8394]",half_random
6870,5,"[3715, 2003, 4083, 8289, 5139]",sim_dissim
6871,5,"[1884, 5581, 1232, 5268, 6754]",random
6872,5,"[3042, 1542, 7912, 4925, 4344]",half_random
6873,5,"[6804, 7444, 5840, 3715, 6804]",sim_dissim
6874,5,"[3323, 1569, 7687, 7489, 5852]",random
6875,5,"[835, 1491, 4133, 6323, 1333]",half_random
6876,5,"[8316, 7503, 8150, 181, 959]",sim_dissim
6877,5,"[5803, 2050, 5013, 1504, 7645]",random
6878,5,"[5676, 5123, 4031, 1776, 5997]",half_random
6879,5,"[692, 6548, 5302, 2095, 6619]",sim_dissim
6880,5,"[2570, 4532, 6640, 7967, 6985]",random
6881,5,"[35, 380, 1569, 5356, 1284]",half_random
6882,5,"[7893, 4138, 7444, 4931, 2716]",sim_dissim
6883,5,"[718, 5115, 524, 17, 492]",random
6884,5,"[5499, 2392, 233, 4942, 6010]",half_random
6885,5,"[4463, 4255, 1213, 7629, 959]",sim_dissim
6886,5,"[3013, 8239, 5102, 2634, 22]",random
6887,5,"[5276, 6894, 6713, 7639, 8309]",half_random
6888,5,"[8026, 4467, 4921, 8132, 959]",sim_dissim
6889,5,"[2406, 2799, 3186, 2447, 3735]",random
6890,5,"[106, 6638, 3665, 3766, 4294]",half_random
6891,5,"[1892, 5502, 5476, 1695, 2156]",sim_dissim
6892,5,"[2887, 499, 2925, 1503, 5592]",random
6893,5,"[1062, 6847, 571, 6154, 230]",half_random
6894,5,"[5502, 7715, 5447, 7980, 8302]",sim_dissim
6895,5,"[2095, 589, 5734, 963, 3318]",random
6896,5,"[3755, 7813, 5779, 7878, 6602]",half_random
6897,5,"[3110, 2156, 1213, 8088, 4255]",sim_dissim
6898,5,"[1039, 4581, 3023, 4976, 1313]",random
6899,5,"[1019, 1978, 6957, 3229, 5413]",half_random
6900,5,"[3110, 7444, 7629, 4255, 243]",sim_dissim
6901,5,"[1643, 185, 344, 248, 7971]",random
6902,5,"[2848, 7052, 3751, 6555, 6721]",half_random
6903,5,"[1883, 5023, 3715, 1907, 7849]",sim_dissim
6904,5,"[1078, 8249, 4069, 6423, 8194]",random
6905,5,"[7606, 4174, 882, 3627, 5603]",half_random
6906,5,"[5173, 2013, 5968, 4696, 2722]",sim_dissim
6907,5,"[842, 6623, 2348, 5688, 7399]",random
6908,5,"[6843, 450, 5238, 1391, 2999]",half_random
6909,5,"[3428, 7091, 6970, 4712, 4514]",sim_dissim
6910,5,"[2672, 8006, 2920, 1863, 8175]",random
6911,5,"[3694, 3101, 7006, 8072, 7091]",half_random
6912,5,"[4921, 4238, 7603, 3613, 7985]",sim_dissim
6913,5,"[2367, 6924, 6819, 4894, 2448]",random
6914,5,"[2596, 3443, 5462, 183, 1954]",half_random
6915,5,"[5745, 7218, 626, 6503, 1945]",sim_dissim
6916,5,"[6956, 5730, 470, 7361, 3592]",random
6917,5,"[6038, 1961, 7439, 6521, 3546]",half_random
6918,5,"[3111, 4029, 1907, 4029, 4514]",sim_dissim
6919,5,"[7367, 1184, 619, 1122, 4876]",random
6920,5,"[4408, 6648, 7384, 1473, 3709]",half_random
6921,5,"[169, 3376, 4921, 169, 7975]",sim_dissim
6922,5,"[6140, 4810, 3932, 7289, 7451]",random
6923,5,"[4422, 7350, 5296, 2109, 981]",half_random
6924,5,"[543, 357, 5745, 6503, 1043]",sim_dissim
6925,5,"[6578, 2062, 1643, 3774, 5479]",random
6926,5,"[4827, 682, 1862, 5939, 7867]",half_random
6927,5,"[6592, 6338, 1678, 7444, 3715]",sim_dissim
6928,5,"[5709, 1191, 7210, 7330, 6664]",random
6929,5,"[37, 1701, 955, 6077, 7466]",half_random
6930,5,"[1250, 4275, 4463, 5640, 4874]",sim_dissim
6931,5,"[1730, 6382, 1794, 3580, 7211]",random
6932,5,"[6706, 193, 3221, 8271, 8040]",half_random
6933,5,"[1200, 181, 959, 5687, 4336]",sim_dissim
6934,5,"[7575, 3682, 7455, 7786, 5080]",random
6935,5,"[341, 1975, 3153, 4782, 8370]",half_random
6936,5,"[181, 959, 8393, 4275, 6592]",sim_dissim
6937,5,"[3191, 422, 7008, 5555, 8228]",random
6938,5,"[2805, 1286, 200, 7631, 915]",half_random
6939,5,"[4712, 4083, 8289, 4845, 4874]",sim_dissim
6940,5,"[5408, 577, 516, 2388, 519]",random
6941,5,"[3593, 3440, 3980, 544, 2955]",half_random
6942,5,"[1417, 6302, 2156, 7441, 6014]",sim_dissim
6943,5,"[3885, 2710, 2990, 4290, 421]",random
6944,5,"[102, 557, 5289, 5419, 2804]",half_random
6945,5,"[4255, 564, 7931, 6918, 2156]",sim_dissim
6946,5,"[8175, 7880, 5179, 316, 1312]",random
6947,5,"[3434, 6760, 7625, 1348, 5150]",half_random
6948,5,"[3110, 181, 2591, 243, 5173]",sim_dissim
6949,5,"[949, 713, 4834, 4854, 3996]",random
6950,5,"[4907, 5714, 3021, 6367, 6243]",half_random
6951,5,"[827, 5640, 3715, 5863, 1443]",sim_dissim
6952,5,"[3179, 1614, 2171, 3022, 5460]",random
6953,5,"[713, 7687, 3594, 2966, 5015]",half_random
6954,5,"[3382, 6378, 3898, 237, 5326]",sim_dissim
6955,5,"[3294, 3397, 5612, 1215, 802]",random
6956,5,"[363, 6736, 4752, 2851, 6532]",half_random
6957,5,"[2013, 2013, 669, 5968, 4353]",sim_dissim
6958,5,"[1287, 6706, 4379, 2901, 1731]",random
6959,5,"[6917, 2456, 1513, 6399, 4070]",half_random
6960,5,"[959, 1483, 2759, 1866, 4255]",sim_dissim
6961,5,"[8020, 2548, 3619, 900, 8227]",random
6962,5,"[4614, 3964, 6823, 3605, 32]",half_random
6963,5,"[7629, 243, 243, 2156, 181]",sim_dissim
6964,5,"[3860, 7808, 6338, 8068, 6410]",random
6965,5,"[4253, 1739, 6453, 1909, 7465]",half_random
6966,5,"[4238, 4255, 2156, 7603, 6976]",sim_dissim
6967,5,"[7717, 706, 1245, 622, 409]",random
